relative_path,document_number,filename,category,line,customer,file_type,parse_status,last_modified_utc,size_kb,sheet_count,is_obsolete,included_in_zip,requires_separate_upload,is_stale,platform_entity_map,mapping_confidence
Obsolete/8.2.2.1.8 Daily Sanding Tally Sheet.xlsx,8.2.2.1.8,8.2.2.1.8 Daily Sanding Tally Sheet.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2025-07-01T18:04:48Z,23.3,2,True,False,False,False,,
Obsolete/8.2.2.2.38 Spyder 2022 - Manta Green.xlsx,8.2.2.2.38,8.2.2.2.38 Spyder 2022 - Manta Green.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2022-05-17T18:15:55Z,22.6,2,True,False,False,True,,
Obsolete/8.2.2.25 Solvent Usage Tracking.xlsx,8.2.2.25,8.2.2.25 Solvent Usage Tracking.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2023-09-20T15:17:25Z,20.6,1,True,False,False,True,,
Obsolete/8.2.2.26 Colour Verification (V2).xlsx,8.2.2.26,8.2.2.26 Colour Verification (V2).xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2023-12-18T15:50:45Z,31.1,2,True,False,False,True,,
Obsolete/8.2.2.26 Colour Verification.xlsx,8.2.2.26,8.2.2.26 Colour Verification.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2023-10-31T14:37:29Z,31.1,2,True,False,False,True,,
Obsolete/8.2.2.26 New Paint Batch Colour Verification.xlsx,8.2.2.26,8.2.2.26 New Paint Batch Colour Verification.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2024-06-20T20:04:38Z,23.7,1,True,False,False,False,,
Obsolete/8.2.2.3.1 Daily Schedule 103 Line.xls,8.2.2.3.1,8.2.2.3.1 Daily Schedule 103 Line.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-12-30T14:43:53Z,30.5,1,True,False,False,True,,
Obsolete/8.2.2.3.2 Load Sheet.xlsx,8.2.2.3.2,8.2.2.3.2 Load Sheet.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2022-02-07T15:19:35Z,22.4,2,True,False,False,True,,
Obsolete/8.2.2.3.3 Mask Tally Sheet.xls,8.2.2.3.3,8.2.2.3.3 Mask Tally Sheet.xls,DOCUMENT CONTROL,General,,xls,Readable,2017-07-28T17:54:32Z,38.5,2,True,False,False,True,,
Obsolete/8.2.2.3.4 Rack Cleaning Log.xls,8.2.2.3.4,8.2.2.3.4 Rack Cleaning Log.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-11-23T18:32:11Z,26.5,1,True,False,False,True,,
Obsolete/8.2.2.4.1 102 Line Load Sheet.xls,8.2.2.4.1,8.2.2.4.1 102 Line Load Sheet.xls,DOCUMENT CONTROL,General,,xls,Readable,2017-04-26T16:32:16Z,41.5,2,True,False,False,True,,
Obsolete/8.2.2.4.11 Mytox Packslip Template.xlsx,8.2.2.4.11,8.2.2.4.11 Mytox Packslip Template.xlsx,DOCUMENT CONTROL,General,Mytox,xlsx,Readable,2023-07-18T17:14:54Z,37.5,1,True,False,False,True,,
Obsolete/8.2.2.4.11Line 102 Programs.xlsx,8.2.2.4.11,8.2.2.4.11Line 102 Programs.xlsx,DOCUMENT CONTROL,Line 102,,xlsx,Readable,2022-03-16T16:13:43Z,15.0,1,True,False,False,True,,
Obsolete/8.2.2.4.3 102 Booth Cleaning Log.xls,8.2.2.4.3,8.2.2.4.3 102 Booth Cleaning Log.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-10-08T14:17:32Z,29.5,3,True,False,False,True,,
Obsolete/8.2.2.4.5 Line 102 Cure  Log.xls,8.2.2.4.5,8.2.2.4.5 Line 102 Cure  Log.xls,DOCUMENT CONTROL,Line 102,,xls,Readable,2018-06-06T14:31:12Z,154.5,3,True,False,False,True,,
Obsolete/8.2.2.4.6 line 102 Oven And line speed Verification Log.xls,8.2.2.4.6,8.2.2.4.6 line 102 Oven And line speed Verification Log.xls,DOCUMENT CONTROL,Line 102,,xls,Readable,2017-04-10T16:57:03Z,137.0,1,True,False,False,True,,
Obsolete/8.2.2.4.7 102 Line Shut Down Check List.xlsx.xls,8.2.2.4.7,8.2.2.4.7 102 Line Shut Down Check List.xlsx.xls,DOCUMENT CONTROL,General,,xls,Readable,2018-07-10T12:13:11Z,74.0,2,True,False,False,True,,
Obsolete/8.2.2.4.8 102 LINE PAINT TRACKING SHEET.xlsx,8.2.2.4.8,8.2.2.4.8 102 LINE PAINT TRACKING SHEET.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2021-10-01T12:48:05Z,23.9,1,True,False,False,True,,
Obsolete/8.2.2.4.9 Jomi Traveler.xlsx,8.2.2.4.9,8.2.2.4.9 Jomi Traveler.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2021-05-20T11:16:54Z,12.1,1,True,False,False,True,,
Obsolete/8.2.2.5 Paint Kitchen Inventory (v2).xlsx,8.2.2.5,8.2.2.5 Paint Kitchen Inventory (v2).xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2024-05-06T14:57:04Z,32.2,2,True,False,False,False,,
Obsolete/8.2.2.5 Paint Kitchen Inventory version 1.xlsx,8.2.2.5,8.2.2.5 Paint Kitchen Inventory version 1.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2023-12-20T18:18:06Z,32.1,2,True,False,False,True,,
Obsolete/8.2.2.5 Paint Kitchen Inventory.xlsx,8.2.2.5,8.2.2.5 Paint Kitchen Inventory.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2023-09-05T11:58:38Z,30.9,2,True,False,False,True,,
Obsolete/8.2.2.5 Paint Kitchen Inventory12-20-23.xlsx,8.2.2.5,8.2.2.5 Paint Kitchen Inventory12-20-23.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2023-12-20T18:23:56Z,32.2,2,True,False,False,True,,
Obsolete/8.2.2.5.1 ABC Template.xls,8.2.2.5.1,8.2.2.5.1 ABC Template.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-12-19T20:37:18Z,145.5,3,True,False,False,True,,
Obsolete/8.2.2.5.10 Onward Cluthe Template.xls,8.2.2.5.10,8.2.2.5.10 Onward Cluthe Template.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-12-19T20:41:43Z,147.0,3,True,False,False,True,,
Obsolete/8.2.2.5.11 PAPP Template.xls,8.2.2.5.11,8.2.2.5.11 PAPP Template.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-12-19T20:43:07Z,147.5,3,True,False,False,True,,
Obsolete/8.2.2.5.12 QM Template.xls,8.2.2.5.12,8.2.2.5.12 QM Template.xls,DOCUMENT CONTROL,General,,xls,Readable,2017-02-24T21:15:19Z,162.0,3,True,False,False,True,,
Obsolete/8.2.2.5.2 BRP Circuit Yellow Template.xls,8.2.2.5.2,8.2.2.5.2 BRP Circuit Yellow Template.xls,DOCUMENT CONTROL,General,BRP,xls,Readable,2016-12-19T20:38:12Z,149.5,3,True,False,False,True,,
Obsolete/8.2.2.5.3 BRP Hyper Silver Template.xls,8.2.2.5.3,8.2.2.5.3 BRP Hyper Silver Template.xls,DOCUMENT CONTROL,General,BRP,xls,Readable,2016-12-19T20:38:39Z,149.0,3,True,False,False,True,,
Obsolete/8.2.2.5.4 BRP Intense Red Template.xls,8.2.2.5.4,8.2.2.5.4 BRP Intense Red Template.xls,DOCUMENT CONTROL,General,BRP,xls,Readable,2016-12-19T20:39:05Z,151.0,3,True,False,False,True,,
Obsolete/8.2.2.5.5 BRP Oxford Blue Template.xls,8.2.2.5.5,8.2.2.5.5 BRP Oxford Blue Template.xls,DOCUMENT CONTROL,General,BRP,xls,Readable,2016-12-19T20:39:30Z,149.5,3,True,False,False,True,,
Obsolete/8.2.2.5.6 BRP Vegas White Template.xls,8.2.2.5.6,8.2.2.5.6 BRP Vegas White Template.xls,DOCUMENT CONTROL,General,BRP,xls,Readable,2016-12-19T20:40:01Z,151.0,3,True,False,False,True,,
Obsolete/8.2.2.5.7 Global Vehicle Systems Template.xls,8.2.2.5.7,8.2.2.5.7 Global Vehicle Systems Template.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-12-19T20:40:28Z,145.5,3,True,False,False,True,,
Obsolete/8.2.2.5.8 Mitchell Plastics Template.xls,8.2.2.5.8,8.2.2.5.8 Mitchell Plastics Template.xls,DOCUMENT CONTROL,General,Mitchell Plastics,xls,Readable,2016-12-19T20:40:53Z,147.0,3,True,False,False,True,,
Obsolete/8.2.2.5.9 Mytox Template.xls,8.2.2.5.9,8.2.2.5.9 Mytox Template.xls,DOCUMENT CONTROL,General,Mytox,xls,Readable,2016-12-19T20:41:12Z,146.0,3,True,False,False,True,,
Obsolete/8.2.2.7 Daily Sanding Tally Sheet.xlsx,8.2.2.7,8.2.2.7 Daily Sanding Tally Sheet.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2023-07-24T18:38:33Z,18.0,2,True,False,False,True,,
Obsolete/8.2.2.8 Daily Buffing Tally Sheet.xlsx,8.2.2.8,8.2.2.8 Daily Buffing Tally Sheet.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2023-07-24T18:40:58Z,27.7,3,True,False,False,True,,
Obsolete/8.3.2.7.3 Colour Verification.xlsx,8.3.2.7.3,8.3.2.7.3 Colour Verification.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2016-12-01T18:32:55Z,31.0,2,True,False,False,True,,
Obsolete/8.5.2.11 Sanding Raw V4&V6 Caps at Load.xlsx,8.5.2.11,8.5.2.11 Sanding Raw V4&V6 Caps at Load.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2017-01-03T20:07:18Z,37452.1,1,True,False,False,True,,
Obsolete/8.5.2.20 Masking Guide for Splash Guards.xlsx,8.5.2.20,8.5.2.20 Masking Guide for Splash Guards.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2017-01-03T20:27:28Z,418.5,1,True,False,False,True,,
Obsolete/8.5.2.22 Quality Specs & Testing QM.xlsx,8.5.2.22,8.5.2.22 Quality Specs & Testing QM.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2017-01-03T20:32:51Z,753.0,3,True,False,False,True,,
Obsolete/8.5.2.28 Using Proper Sandpaper.xlsx,8.5.2.28,8.5.2.28 Using Proper Sandpaper.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2017-04-11T11:53:40Z,10125.8,1,True,False,False,True,,
Obsolete/8.5.2.31 SPYDER Master Part List 2019.xls,8.5.2.31,8.5.2.31 SPYDER Master Part List 2019.xls,DOCUMENT CONTROL,General,,xls,Readable,2018-11-21T15:51:31Z,5290.0,2,True,False,False,True,,
Obsolete/8.5.2.32 Short Shots - V6 Hoods.xlsx,8.5.2.32,8.5.2.32 Short Shots - V6 Hoods.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2018-11-16T16:36:56Z,3374.7,1,True,False,False,True,,
Obsolete/8.5.2.36 Part Identification - DSS Control Panel.xlsx,8.5.2.36,8.5.2.36 Part Identification - DSS Control Panel.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2019-08-05T19:20:17Z,11829.2,1,True,False,False,True,,
Obsolete/8.5.2.37 Quality Specifications - Electrolux.xlsx,8.5.2.37,8.5.2.37 Quality Specifications - Electrolux.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2019-05-08T20:13:07Z,292.5,3,True,False,False,True,,
Obsolete/8.5.2.39 SPYDER Master Part List 2020.xls,8.5.2.39,8.5.2.39 SPYDER Master Part List 2020.xls,DOCUMENT CONTROL,General,,xls,Readable,2019-12-09T21:42:16Z,6737.0,5,True,False,False,True,,
Obsolete/8.5.2.41 SPYDER Master Part List 2021 REVISED.xls,8.5.2.41,8.5.2.41 SPYDER Master Part List 2021 REVISED.xls,DOCUMENT CONTROL,General,,xls,Readable,2021-10-08T17:33:27Z,7005.5,5,True,False,False,True,,
Obsolete/8.5.2.41 SPYDER Master Part List 2021.xls,8.5.2.41,8.5.2.41 SPYDER Master Part List 2021.xls,DOCUMENT CONTROL,General,,xls,Readable,2021-02-11T16:47:09Z,6800.5,5,True,False,False,True,,
Obsolete/8.5.2.44 JOMI Identification.xlsx,8.5.2.44,8.5.2.44 JOMI Identification.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2021-09-10T17:33:28Z,9461.8,1,True,False,False,True,,
Obsolete/8.5.2.46 SPYDER Master Part List 2022.xls,8.5.2.46,8.5.2.46 SPYDER Master Part List 2022.xls,DOCUMENT CONTROL,General,,xls,Readable,2022-06-17T14:56:09Z,7004.5,5,True,False,False,True,,
Obsolete/8.5.2.7 Quick Reference Quality Testing.xlsx,8.5.2.7,8.5.2.7 Quick Reference Quality Testing.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2021-04-30T15:38:31Z,23.8,3,True,False,False,True,,
Obsolete/8.5.2.8 All Evinrude Pieces.xls,8.5.2.8,8.5.2.8 All Evinrude Pieces.xls,DOCUMENT CONTROL,General,,xls,Readable,2019-01-02T15:26:50Z,3153.5,6,True,False,False,True,,
Obsolete/8.5.2.9 PAPP Made in Canada Visual Aid.doc,8.5.2.9,8.5.2.9 PAPP Made in Canada Visual Aid.doc,DOCUMENT CONTROL,General,,doc,Readable,2016-12-20T13:15:13Z,3802.0,0,True,False,False,True,,
Obsolete/Paint Mix Instruction Sheet.xlsx,,Paint Mix Instruction Sheet.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2023-05-17T14:55:49Z,22.4,1,True,False,False,True,,
Obsolete/Product Information 582023.xlsx,,Product Information 582023.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2023-06-27T11:44:51Z,158.8,1,True,False,False,True,,
Obsolete/8.2.2.7 Scan System Files/8.2.2.7.1 RS SPOILER.xlsx,8.2.2.7.1,8.2.2.7.1 RS SPOILER.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2021-03-31T16:26:47Z,33.0,3,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.10 Spyder Circuit Yellow.xls,8.2.2.2.10,8.2.2.2.10 Spyder Circuit Yellow.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-11-10T15:32:29Z,39.0,2,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.11 Spyder F3T Oxford Blue.xls,8.2.2.2.11,8.2.2.2.11 Spyder F3T Oxford Blue.xls,DOCUMENT CONTROL,General,,xls,Readable,2017-08-15T17:19:52Z,41.5,2,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.12 Spyder Pure Magnesium.xls,8.2.2.2.12,8.2.2.2.12 Spyder Pure Magnesium.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-10-07T18:53:26Z,35.5,2,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.13 Splash Guard.xls,8.2.2.2.13,8.2.2.2.13 Splash Guard.xls,DOCUMENT CONTROL,General,,xls,Readable,2017-10-23T18:48:28Z,30.0,2,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.14 ABC Exteriors.xls,8.2.2.2.14,8.2.2.2.14 ABC Exteriors.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-10-07T19:01:45Z,32.5,3,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.17 Evinrude Buffed Parts Inspection.xls,8.2.2.2.17,8.2.2.2.17 Evinrude Buffed Parts Inspection.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-10-08T13:14:16Z,43.0,2,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.19 Spyder Vegas White RT.xls,8.2.2.2.19,8.2.2.2.19 Spyder Vegas White RT.xls,DOCUMENT CONTROL,General,,xls,Readable,2018-11-21T15:55:45Z,41.0,2,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.2 Evinrude White.xls,8.2.2.2.2,8.2.2.2.2 Evinrude White.xls,DOCUMENT CONTROL,General,,xls,Readable,2017-04-04T14:24:05Z,37.0,3,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.20 Spyder Vegas White RT Page 2.xls,8.2.2.2.20,8.2.2.2.20 Spyder Vegas White RT Page 2.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-12-30T14:41:42Z,34.5,2,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.21 Mytox - U22X.xls,8.2.2.2.21,8.2.2.2.21 Mytox - U22X.xls,DOCUMENT CONTROL,General,Mytox,xls,Readable,2017-04-02T19:16:32Z,46.0,3,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.22 Mytox - U354.xls,8.2.2.2.22,8.2.2.2.22 Mytox - U354.xls,DOCUMENT CONTROL,General,Mytox,xls,Readable,2017-03-28T13:37:36Z,46.5,3,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.23 Tiercon - Head Lamp Bezel.xls,8.2.2.2.23,8.2.2.2.23 Tiercon - Head Lamp Bezel.xls,DOCUMENT CONTROL,General,,xls,Readable,2017-08-01T12:45:17Z,38.5,3,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.24 Mytox - U22X Buff Inspect.xls,8.2.2.2.24,8.2.2.2.24 Mytox - U22X Buff Inspect.xls,DOCUMENT CONTROL,General,Mytox,xls,Readable,2017-08-14T20:30:28Z,25.5,1,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.25 102 LINE BUFFED PARTS INSPECTION.xls,8.2.2.2.25,8.2.2.2.25 102 LINE BUFFED PARTS INSPECTION.xls,DOCUMENT CONTROL,General,,xls,Readable,2019-09-24T13:36:39Z,29.5,1,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.26 Spyder RT Oxford Blue.xls,8.2.2.2.26,8.2.2.2.26 Spyder RT Oxford Blue.xls,DOCUMENT CONTROL,General,,xls,Readable,2018-11-21T15:49:34Z,41.5,2,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.27 Spyder Oxford Blue Buff Inspect.xls,8.2.2.2.27,8.2.2.2.27 Spyder Oxford Blue Buff Inspect.xls,DOCUMENT CONTROL,General,,xls,Readable,2018-11-21T15:54:12Z,43.5,2,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.3 Evinrude Smoke Grey.xls,8.2.2.2.3,8.2.2.2.3 Evinrude Smoke Grey.xls,DOCUMENT CONTROL,General,,xls,Readable,2019-02-27T15:24:26Z,39.0,3,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.30 Spyder R66 - Chalk White.xlsx,8.2.2.2.30,8.2.2.2.30 Spyder R66 - Chalk White.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2020-02-07T14:56:50Z,30.5,4,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.31 ELECTROLUX.xls,8.2.2.2.31,8.2.2.2.31 ELECTROLUX.xls,DOCUMENT CONTROL,General,,xls,Readable,2019-08-30T19:02:54Z,39.5,3,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.35 Spyder 2021 - Gravity Grey.xlsx,8.2.2.2.35,8.2.2.2.35 Spyder 2021 - Gravity Grey.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2020-10-27T15:05:12Z,21.5,2,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.36 JOMI INSPECTION.xlsx,8.2.2.2.36,8.2.2.2.36 JOMI INSPECTION.xlsx,DOCUMENT CONTROL,General,,xlsx,Readable,2021-10-05T11:26:23Z,24.9,3,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.4 Evinrude Orbital Blue.xls,8.2.2.2.4,8.2.2.2.4 Evinrude Orbital Blue.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-10-07T16:49:52Z,31.0,2,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.41 Tesla Inspection old.xlsx,8.2.2.2.41,8.2.2.2.41 Tesla Inspection old.xlsx,DOCUMENT CONTROL,General,Tesla (via Polycon/Rollstamp),xlsx,Readable,2022-10-20T11:49:15Z,18.4,3,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.5 Evinrude Hyper Silver.xls,8.2.2.2.5,8.2.2.2.5 Evinrude Hyper Silver.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-10-07T16:53:51Z,31.5,3,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.6 Evinrude Radical Red.xls,8.2.2.2.6,8.2.2.2.6 Evinrude Radical Red.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-10-07T16:58:06Z,31.5,3,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.7 Spyder Vegas White.xls,8.2.2.2.7,8.2.2.2.7 Spyder Vegas White.xls,DOCUMENT CONTROL,General,,xls,Readable,2019-11-19T14:57:40Z,41.5,2,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.8 Spyder Intense Red.xls,8.2.2.2.8,8.2.2.2.8 Spyder Intense Red.xls,DOCUMENT CONTROL,General,,xls,Readable,2019-08-19T11:53:19Z,43.0,2,True,False,False,True,,
Obsolete/Old Forms/8.2.2.2.9 Spyder Hyper Silver.xls,8.2.2.2.9,8.2.2.2.9 Spyder Hyper Silver.xls,DOCUMENT CONTROL,General,,xls,Readable,2016-11-10T15:31:30Z,37.0,2,True,False,False,True,,
